"Match ID","Series","League","Start Date/Time","Match Length","Duration (secs)","Kills Score","","Winner","Radiant Team","Radiant Players","Dire Team","Dire Players"
"3673721028","191411","9584","11 Jan 2018 10:31","39:38","2378","24-24","24,24","Radiant","Effect","Afoninje, AfterLife, Maden, Cooman, KingR","Gambit Esports","chshrct, G, Bignum, ALWAYSWANNAFLY, twitch.tv/daxak"
"3673702603","191412","9584","11 Jan 2018 10:10","41:30","2490","33-46","33,46","Radiant","Suicide Team","VANSKOR, yol, 633, Shachlo, lft /1 PuberrrR","Team. Spirit","Illidan, Fng, DkPhobos, Biver, iLTW"
"3673691377","191415","9584","11 Jan 2018 09:59","30:51","1851","20-6","20,6","Radiant","VGJ.Storm","monkeys-forever, STAN KING, BSJ, Ryoya, FLeee","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC"
"3673690513","191414","9579","11 Jan 2018 10:02","18:49","1129","17-4","17,4","Radiant","compLexity Gaming","Limmp, melonzz, Zfreek, Moo, Chessie","Immortals","MSS, QO, MP, Febby, DuBu"
"3673687191","191389","9584","11 Jan 2018 09:55","30:02","1802","35-13","35,13","Radiant","The Final Tribe","Handsken, jonassomfan, Era, Pablo, Frost","Team Kinguin","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3673654779","191412","9584","11 Jan 2018 09:23","17:36","1056","8-19","8,19","Dire","Team. Spirit","Illidan, Fng, DkPhobos, Biver, iLTW","Suicide Team","VANSKOR, yol, 633, Shachlo, lft /1 PuberrrR"
"3673650821","191411","9584","11 Jan 2018 09:20","39:05","2345","14-34","14,34","Dire","Gambit Esports","chshrct, G, Bignum, ALWAYSWANNAFLY, twitch.tv/daxak","Effect","Afoninje, AfterLife, Maden, Cooman, KingR"
"3673647411","191383","9633","11 Jan 2018 09:24","30:46","1846","19-19","19,19","Dire","Double Dimension","j4, Mag, MiLAN, Ditya Ra, Boranija","OG","n0tail, JerAx, s4, Resolut1on, Fly"
"3673640339","191408","9584","11 Jan 2018 09:10","31:42","1902","13-23","13,23","Dire","Wheel Whreck While Whistling","Peanut Bruddah, Leostyle, 726, MoOz, YJes~","SG e-sports team","Bardo, 4dr, FuckinEh, LESLÃO, Thiolicor"
"3673639687","191407","9584","11 Jan 2018 09:11","56:49","3409","23-50","23,50","Dire","Infamous","papita, Stinger, Accel, gantz, Scofield","paiN Gaming","KINGRD, Timado, Duster, tavo, Benjaz"
"3673631946","191387","9584","11 Jan 2018 09:03","26:58","1618","10-30","10,30","Dire","Team Doggie","NoiA, HeStEJoE-RoTTeN, BliNcc, Ar1se-, Fey``","@__@","SexyBamboe, ＡＫＩ, ComeWithMe, tv/charliedotaa, canceL^^"
"3673623945","191389","9584","11 Jan 2018 08:55","41:04","2464","29-11","29,11","Radiant","The Final Tribe","Handsken, jonassomfan, Era, Pablo, Frost","Team Kinguin","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3673578605","191397","9633","11 Jan 2018 08:17","36:22","2182","24-34","24,34","Radiant","Effect","Afoninje, AfterLife, Maden, Cooman, KingR","Team. Spirit","Illidan, Fng, DkPhobos, Biver, iLTW"
"3673562182","191389","9584","11 Jan 2018 08:03","28:16","1696","11-25","11,25","Dire","The Final Tribe","Handsken, jonassomfan, Era, Pablo, Frost","Team Kinguin","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3673560465","191387","9584","11 Jan 2018 08:01","40:34","2434","27-38","27,38","Dire","Team Doggie","NoiA, HeStEJoE-RoTTeN, SsaSpartan, Ar1se-, Fey``","@__@","SexyBamboe, ＡＫＩ, ComeWithMe, tv/charliedotaa, canceL^^"
"3673559508","191383","9633","11 Jan 2018 08:01","47:20","2840","37-33","37,33","Radiant","OG","n0tail, JerAx, s4, Resolut1on, Fly","Double Dimension","j4, Mag, MiLAN, Ditya Ra, Boranija"
"3673482405","191355","9633","11 Jan 2018 07:01","42:20","2540","36-25","36,25","Radiant","Effect","Afoninje, AfterLife, Maden, Cooman, KingR","Team. Spirit","Illidan, Fng, DkPhobos, Biver, iLTW"
"3673458470","191365","9633","11 Jan 2018 06:42","14:36","876","20-4","20,4","Radiant","SG e-sports team","Bardo, 4dr, FuckinEh, LESLÃO, Thiolicor","Thunder Awaken","Unknown, .., Tsuyoku Naru, J E I M A R I,"
"3673403923","191344","9584","11 Jan 2018 06:02","54:02","3242","34-41","34,41","Radiant","OG","n0tail, JerAx, s4, Resolut1on, Fly","GangSquad","Buugi, rmN-, .Ark, dnz , oliver"
"3673399279","191345","9584","11 Jan 2018 05:59","17:44","1064","3-24","3,24","Dire","Team Singularity","solen, Bashruk, Mastermind, Mikey, Smile","Double Dimension","j4, Mag, MiLAN, Ditya Ra, Boranija"
"3673395323","191355","9633","11 Jan 2018 06:00","35:54","2154","30-24","30,24","Radiant","Team. Spirit","Illidan, Fng, DkPhobos, Biver, iLTW","Effect","Afoninje, AfterLife, Maden, Cooman, KingR"
"3673347054","191349","9633","11 Jan 2018 05:24","24:11","1451","10-20","10,20","Dire","Thunder Awaken","Unknown, .., Reality, J E I M A R I,","SG e-sports team","c4t, 4dr, FuckinEh, LESLÃO, Thiolicor"
"3673316176","191345","9584","11 Jan 2018 05:02","30:06","1806","22-13","22,13","Radiant","Double Dimension","j4, Mag, MiLAN, Ditya Ra, Boranija","Team Singularity","solen, Bashruk, Mastermind, Mikey, Smile"
"3673313769","191344","9584","11 Jan 2018 05:01","32:28","1948","14-26","14,26","Dire","GangSquad","Buugi, rmN-, .Ark, dnz , oliver","OG","n0tail, JerAx, s4, Resolut1on, Fly"
"3673304751","191333","9584","11 Jan 2018 04:55","36:47","2207","21-29","21,29","Dire","HunkysFromZavod","Mariachi, КаНТ , USHUSHUSH, sphagnum, XaKoH","Effect","Afoninje, AfterLife, Maden, Cooman, KingR"
"3673296002","191332","9584","11 Jan 2018 04:49","27:17","1637","32-10","32,10","Radiant","Suicide Team","VANSKOR, yol, 633, Shachlo, lft /1 PuberrrR","M19","Nίx, Sedoy, Nofear, nongrata`,"
"3673233182","191318","9584","11 Jan 2018 04:10","44:59","2699","15-33","15,33","Dire","Execration.安博电竞","Kim0, Karl, Nando, raging-_-potato, yAj","Fnatic","pieliedie, EternaLEnVy, Ohaiyo, DJ, Abed"
"3673216575","191333","9584","11 Jan 2018 04:00","21:19","1279","21-10","21,10","Radiant","HunkysFromZavod","Mariachi, КаНТ , USHUSHUSH, sphagnum, XaKoH","Effect","Afoninje, AfterLife, Maden, Cooman, KingR"
"3673209217","191331","9633","11 Jan 2018 03:57","20:11","1211","19-9","19,9","Radiant","Vega Squadron","CeMaTheSlayeR, Zayac, UnderShock, Palantimos, Blizzy","MEGA-LADA E-sports","ufir, 11, TTR, iMBa#4, Immersion fake"
"3673196949","191332","9584","11 Jan 2018 03:48","37:40","2260","31-16","31,16","Radiant","Suicide Team","VANSKOR, yol, 633, Shachlo, lft /1 PuberrrR","M19","Nίx, Sedoy, Nofear, nongrata`,"
"3673116420","191333","9584","11 Jan 2018 03:02","34:40","2080","28-15","28,15","Radiant","Effect","Afoninje, AfterLife, Maden, Cooman, KingR","HunkysFromZavod","Mariachi, КаНТ , USHUSHUSH, sphagnum, XaKoH"
"3673116079","191320","9579","11 Jan 2018 03:05","46:07","2767","24-29","24,29","Dire","Geek Fam","skemberlulu, Oli~, ChYuaN, MαrCh`ti8stage, Mskiinfnty.PH2n","Mineski.亿鼎博","iceiceice, MuShi, ninjaboogie, Jabz, Moon"
"3673114744","191332","9584","11 Jan 2018 03:01","22:33","1353","15-6","15,6","Radiant","M19","Nίx, Sedoy, Nofear, nongrata`,","Suicide Team","VANSKOR, yol, 633, Shachlo, lft /1 PuberrrR"
"3673107545","191331","9633","11 Jan 2018 02:58","34:41","2081","18-24","18,24","Dire","MEGA-LADA E-sports","ufir, 11, TTR, iMBa#4, Immersion fake","Vega Squadron","CeMaTheSlayeR, Zayac, UnderShock, Palantimos, Blizzy"
"3673105024","191318","9584","11 Jan 2018 02:55","47:32","2852","36-35","36,35","Radiant","Execration.安博电竞","Kim0, Karl, Nando, raging-_-potato, yAj","Fnatic","pieliedie, EternaLEnVy, Ohaiyo, DJ, Abed"
"3673014367","191322","9633","11 Jan 2018 02:09","38:13","2293","27-8","27,8","Radiant","LGD.Forever Young","Super, Inflame, ddc, ah fu , Monet","VGJ Thunder","Sylar, Ayo, Freeze, Yang, Fade"
"3673012387","191314","9584","11 Jan 2018 02:02","29:00","1740","29-13","29,13","Radiant","BOOM ID","SaintDeLucaz, Jhocam, inYourdreaM, Khezcute, TeravisuParkur","AGV安博电竞","Erice, Grimzx, Sirc?, poop, Densyo-"
"3672986849","191320","9579","11 Jan 2018 01:50","43:11","2591","18-37","18,37","Dire","Geek Fam","skemberlulu, Oli~, ChYuaN, MαrCh`ti8stage, Mskiinfnty.PH2n","Mineski.亿鼎博","iceiceice, MuShi, ninjaboogie, Jabz, Moon"
"3672976384","191318","9584","11 Jan 2018 01:41","53:42","3222","38-29","38,29","Radiant","Fnatic","pieliedie, EternaLEnVy, Ohaiyo, DJ, Abed","Execration.安博电竞","Kim0, Karl, Nando, raging-_-potato, yAj"
"3672924338","191308","9584","11 Jan 2018 01:10","23:34","1414","21-32","21,32","Dire","TNC Predator","1437, Raven, TIMS, Kuku, Sam H","Clutch Gamers","Velo, Joshua #5593, Chappie, Armel, FLYSOLO"
"3672919546","191306","9633","11 Jan 2018 01:07","27:35","1655","17-12","17,12","Radiant","VGJ Thunder","Sylar, Ayo, Freeze, Yang, Fade","LGD.Forever Young","Super, Inflame, ddc, ah fu , Monet"
"3672912460","191314","9584","11 Jan 2018 01:03","38:17","2297","33-47","33,47","Dire","AGV安博电竞","Erice, Grimzx, Sirc?, poop, Densyo-","BOOM ID","SaintDeLucaz, Jhocam, inYourdreaM, Khezcute, TeravisuParkur"
"3672826266","191295","9633","11 Jan 2018 12:12","50:52","3052","29-29","29,29","Dire","Geek Fam","skemberlulu, Oli~, ChYuaN, MαrCh`ti8stage, Mskiinfnty.PH2n","Fnatic","pieliedie, EternaLEnVy, Ohaiyo, DJ, Abed"
"3672818831","191308","9584","11 Jan 2018 12:01","41:41","2501","38-24","38,24","Radiant","Clutch Gamers","Velo, Joshua #5593, Chappie, Armel, FLYSOLO","TNC Predator","1437, Raven, TIMS, Kuku, Sam H"
"3672805308","191306","9633","11 Jan 2018 12:04","30:22","1822","22-9","22,9","Radiant","LGD.Forever Young","Super, Inflame, ddc, ah fu , Monet","VGJ Thunder","Sylar, Ayo, Freeze, Yang, Fade"
"3672734100","191295","9633","11 Jan 2018 11:03","42:25","2545","33-26","33,26","Radiant","Geek Fam","skemberlulu, Oli~, ChYuaN, MαrCh`ti8stage, Mskiinfnty.PH2n","Fnatic","pieliedie, EternaLEnVy, Ohaiyo, DJ, Abed"
"3672683657","191288","9633","11 Jan 2018 10:22","25:37","1537","20-39","20,39","Dire","KEEN GAMING","天命, Rong, 影, 荧, dark","LGD-GAMING","xNova, Chalice, fy, Somnus丶M, Ame"
"3672659134","191295","9633","11 Jan 2018 10:08","30:47","1847","32-7","32,7","Radiant","Fnatic","pieliedie, EternaLEnVy, Ohaiyo, DJ, Abed","Geek Fam","skemberlulu, Oli~, ChYuaN, MαrCh`ti8stage, Mskiinfnty.PH2n"
"3672653744","191286","9579","11 Jan 2018 10:06","18:55","1135","9-31","9,31","Dire","AGV安博电竞","Erice, Grimzx, Sirc?, poop, Densyo-","Mineski.亿鼎博","iceiceice, MuShi, ninjaboogie, Jabz, Moon"
"3672651683","191287","9579","11 Jan 2018 09:58","22:34","1354","18-11","18,11","Radiant","Vici Gaming","old LaNm, Ori, Fenrir, old eLeVeN, Paparazi","VGJ Thunder","Sylar, Ayo, Freeze, Yang, Fade"
"3672593060","191288","9633","11 Jan 2018 09:16","36:44","2204","36-17","36,17","Radiant","LGD-GAMING","xNova, Chalice, fy, Somnus丶M, Ame","KEEN GAMING","天命, Rong, 影, 荧, dark"
"3672588819","191287","9579","11 Jan 2018 09:07","27:23","1643","8-21","8,21","Dire","VGJ Thunder","Sylar, Ayo, Freeze, Yang, Fade","Vici Gaming","old LaNm, Ori, Fenrir, old eLeVeN, Paparazi"
"3672579698","191286","9579","11 Jan 2018 09:11","22:57","1377","12-25","12,25","Dire","AGV安博电竞","Erice, Grimzx, Sirc?, poop, Densyo-","Mineski.亿鼎博","iceiceice, MuShi, ninjaboogie, Jabz, Moon"
"3672514696","191270","9579","11 Jan 2018 08:05","33:30","2010","27-23","27,23","Radiant","LGD-GAMING","xNova, Chalice, fy, Somnus丶M, Ame","LGD.Forever Young","Super, Inflame, ddc, ah fu , Monet"
"3672502687","191272","9633","11 Jan 2018 08:02","41:30","2490","13-34","13,34","Dire","Execration.安博电竞","Kim0, Karl, Nando, raging-_-potato, yAj","TNC Predator","1437, Raven, TIMS, Kuku, Sam H"
"3672453927","191270","9579","11 Jan 2018 07:10","36:13","2173","16-15","16,15","Dire","LGD.Forever Young","Super, Inflame, ddc, ah fu , Monet","LGD-GAMING","xNova, Chalice, fy, Somnus丶M, Ame"
"3672440405","191272","9633","11 Jan 2018 07:03","31:41","1901","15-28","15,28","Dire","Execration.安博电竞","Kim0, Karl, Nando, raging-_-potato, yAj","TNC Predator","1437, Raven, TIMS, Kuku, Sam H"
"3672384363","191270","9579","11 Jan 2018 06:00","48:59","2939","17-33","17,33","Dire","LGD-GAMING","xNova, Chalice, fy, Somnus丶M, Ame","LGD.Forever Young","Super, Inflame, ddc, ah fu , Monet"
"3672310612","191264","9633","11 Jan 2018 04:44","34:35","2075","24-18","24,18","Radiant","Immortals","MSS, QO, MP, Febby, DuBu","MIND'S EYE DOTA","Formless, Avatar-, FuzzySloth, Unknown, Oscar`"
"3672305221","191252","9584","11 Jan 2018 04:38","38:21","2301","13-24","13,24","Dire","Digital Chaos","MoonMeander, Aui_2000, ritsu, kitrak, bryle","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC"
"3672288667","191260","9584","11 Jan 2018 04:19","33:53","2033","24-35","24,35","Dire","Radiant Dota 2","umbra, Shea Dr., PipBoy 3000, Pumpkin, Keva","BLUE PIKACHU","Scourge McDuck, . ., Alren!! :V JAJA, ToXiN-, Save"
"3672255445","191264","9633","11 Jan 2018 03:41","36:59","2219","18-37","18,37","Dire","MIND'S EYE DOTA","Formless, Avatar-, FuzzySloth, Unknown, Oscar`","Immortals","MSS, QO, MP, Febby, DuBu"
"3672247774","191252","9584","11 Jan 2018 03:32","46:11","2771","11-21","11,21","Dire","Digital Chaos","MoonMeander, Aui_2000, ritsu, kitrak, bryle","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC"
"3672244579","191260","9584","11 Jan 2018 03:28","29:23","1763","34-22","34,22","Radiant","BLUE PIKACHU","Scourge McDuck, . ., Alren!! :V JAJA, ToXiN-, Save","Radiant Dota 2","umbra, Shea Dr., PipBoy 3000, Pumpkin, Keva"
"3672201078","191252","9584","11 Jan 2018 02:33","36:32","2192","16-33","16,33","Dire","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC","Digital Chaos","MoonMeander, Aui_2000, ritsu, kitrak, bryle"
"3672185917","191244","9633","11 Jan 2018 02:11","13:16","796","4-18","4,18","Dire","BLUE PIKACHU","Scourge McDuck, . ., Alren!! :V JAJA, ToXiN-, Save","compLexity Gaming","Limmp, melonzz, Zfreek, Moo, Chessie"
"3672154057","191244","9633","11 Jan 2018 01:25","26:43","1603","34-17","34,17","Radiant","compLexity Gaming","Limmp, melonzz, Zfreek, Moo, Chessie","BLUE PIKACHU","Scourge McDuck, . ., Alren!! :V JAJA, ToXiN-, Save"
"3672143301","191229","9579","11 Jan 2018 01:11","45:21","2721","20-46","20,46","Dire","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC","Digital Chaos","MoonMeander, Aui_2000, ritsu, kitrak, bryle"
"3672108573","191222","9584","11 Jan 2018 12:19","43:02","2582","29-21","29,21","Radiant","Wheel Whreck While Whistling","Peanut Bruddah, Leostyle, 726, MoOz, YJes~","Midas Club","Arms, rZs, M-GOD, ᅚ, gOto"
"3672100804","191229","9579","11 Jan 2018 12:09","39:55","2395","19-42","19,42","Dire","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC","Digital Chaos","MoonMeander, Aui_2000, ritsu, kitrak, bryle"
"3672098681","191228","9584","11 Jan 2018 12:05","34:21","2061","29-20","29,20","Radiant","paiN Gaming","KINGRD, Timado, Duster, tavo, Benjaz","TSHOW RISING","Stormwind, H1j4ck, Lolingblue, f1nn the human, Unknown"
"3672067427","191223","9584","10 Jan 2018 11:26","35:44","2144","29-27","29,27","Radiant","Immortals","MSS, QO, MP, Febby, DuBu","5 Turtles","MJW, Jason, Kennie, Sword, Gunnar"
"3672060578","191222","9584","10 Jan 2018 11:15","40:54","2454","38-35","38,35","Dire","Wheel Whreck While Whistling","Peanut Bruddah, Leostyle, 726, MoOz, YJes~","Midas Club","Arms, rZs, M-GOD, ᅚ, gOto"
"3672048053","191229","9579","10 Jan 2018 11:06","31:54","1914","12-23","12,23","Dire","Digital Chaos","MoonMeander, Aui_2000, ritsu, kitrak, bryle","OpTic Gaming","zai, 33, ppd, Pajkatt, CCnC"
"3672047164","191228","9584","10 Jan 2018 10:59","36:06","2166","31-12","31,12","Radiant","paiN Gaming","KINGRD, Timado, Duster, tavo, Benjaz","TSHOW RISING","Stormwind, H1j4ck, Lolingblue, f1nn the human, Unknown"
"3672012925","191223","9584","10 Jan 2018 10:22","28:58","1738","28-15","28,15","Radiant","Immortals","MSS, QO, MP, Febby, DuBu","5 Turtles","Jason, Kennie, Sword, Gunnar, chan"
"3672000740","191222","9584","10 Jan 2018 10:08","39:52","2392","29-21","29,21","Radiant","Wheel Whreck While Whistling","Peanut Bruddah, Leostyle, 726, MoOz, YJes~","Midas Club","Arms, rZs, M-GOD, ᅚ, gOto"
"3671993486","191212","9584","10 Jan 2018 10:05","28:46","1726","14-20","14,20","Dire","Gambit Esports","chshrct, G, Bignum, ALWAYSWANNAFLY, twitch.tv/daxak","Team Empire","fn, velheor, Silent, Ghostik, yoky-"
"3671989102","191197","9584","10 Jan 2018 09:56","42:22","2542","42-32","42,32","Radiant","GangSquad","Buugi, rmN-, .Ark, dnz , oliver","Team Doggie","NoiA, HeStEJoE-RoTTeN, Ar1se-, Fey``, ar3a1234"
"3671972452","191210","9584","10 Jan 2018 09:39","24:53","1493","23-16","23,16","Radiant","Vega Squadron","CeMaTheSlayeR, Zayac, UnderShock, Palantimos, Blizzy","Team. Spirit","Illidan, Fng, DkPhobos, Biver, iLTW"
"3671944623","191214","9633","10 Jan 2018 09:17","46:46","2806","26-41","26,41","Dire","Evil Corporation","Kage, W1sh-, 黄幕途, Frost,","Planet Dog","j4, Mag, MiLAN, Ditya Ra, Boranija"
"3671943525","191201","9584","10 Jan 2018 09:13","22:03","1323","14-11","14,11","Dire","VRFGC","Akashi-Seijuro , DoomSDay, Rudimental,  , Unknown","SG e-sports team","Bardo, 4dr, FuckinEh, LESLÃO, Thiolicor"
"3671940724","191196","9584","10 Jan 2018 09:09","35:15","2115","15-32","15,32","Dire","Team Singularity","solen, Bashruk, Mastermind, Mikey, Smile","Team Kinguin","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3671938083","191197","9584","10 Jan 2018 09:07","27:35","1655","28-21","28,21","Radiant","GangSquad","Buugi, rmN-, .Ark, dnz , oliver","Team Doggie","NoiA, HeStEJoE-RoTTeN, Ar1se-, Fey``, ar3a1234"
"3671934932","191194","9633","10 Jan 2018 09:04","15:16","916","10-10","10,10","Radiant","Infamous","papita, Stinger, Accel, gantz, Scofield","Mad Kings e-Sports","Atun, XDXAD, sl4d1n-, Greedy.Diana毡, Benjaz"
"3671928906","191212","9584","10 Jan 2018 09:00","32:31","1951","25-14","25,14","Radiant","Team Empire","fn, velheor, Silent, Ghostik, yoky-","Gambit Esports","chshrct, G, Bignum, ALWAYSWANNAFLY, twitch.tv/daxak"
"3671928080","191192","9584","10 Jan 2018 08:58","38:07","2287","31-26","31,26","Radiant","VGJ.Storm","monkeys-forever, STAN KING, BSJ, Ryoya, FLeee","borster","B, @KvHDotA, JaBbZ-, monk, Unknown"
"3671917413","191210","9584","10 Jan 2018 08:48","28:11","1691","28-13","28,13","Radiant","Vega Squadron","CeMaTheSlayeR, Zayac, UnderShock, Palantimos, Blizzy","Team. Spirit","Illidan, Fng, DkPhobos, Biver, iLTW"
"3671913791","191190","9633","10 Jan 2018 08:47","48:35","2915","37-30","37,30","Radiant","OG","n0tail, JerAx, s4, Resolut1on, Fly","Team World","SVG, KaiSeR, Forev, Saksa, ana"
"3671877610","191201","9584","10 Jan 2018 08:15","32:44","1964","25-19","25,19","Radiant","SG e-sports team","Bardo, 4dr, FuckinEh, LESLÃO, Thiolicor","VRFGC","Akashi-Seijuro , DoomSDay, Rudimental,  , Unknown"
"3671866265","191197","9584","10 Jan 2018 08:04","37:25","2245","44-18","44,18","Radiant","Team Doggie","NoiA, HeStEJoE-RoTTeN, Ar1se-, Fey``, ar3a1234","GangSquad","Buugi, rmN-, .Ark, dnz , oliver"
"3671865669","191196","9584","10 Jan 2018 08:03","30:56","1856","11-26","11,26","Dire","Team Singularity","solen, Bashruk, Mastermind, Mikey, Smile","Team Kinguin","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3671863641","191194","9633","10 Jan 2018 08:03","29:03","1743","29-15","29,15","Radiant","Infamous","papita, Stinger, Accel, gantz, Scofield","Mad Kings e-Sports","Atun, XDXAD, sl4d1n-, Greedy.Diana毡, Benjaz"
"3671862656","191193","9633","10 Jan 2018 08:07","42:07","2527","33-20","33,20","Radiant","Double Dimension","j4, Mag, MiLAN, Ditya Ra, Boranija","Evil Corporation","Kage, W1sh-, 黄幕途, Frost,"
"3671862496","191192","9584","10 Jan 2018 08:00","36:34","2194","28-16","28,16","Radiant","VGJ.Storm","monkeys-forever, STAN KING, BSJ, Ryoya, FLeee","borster","B, @KvHDotA, JaBbZ-, monk, Unknown"
"3671854956","191190","9633","10 Jan 2018 07:58","21:54","1314","8-25","8,25","Dire","Team World","SVG, KaiSeR, Forev, Saksa, ana","OG","n0tail, JerAx, s4, Resolut1on, Fly"
"3671837416","191163","9633","10 Jan 2018 07:40","26:08","1568","32-12","32,12","Radiant","Thunder Awaken","Unknown, .., Reality, J E I M A R I,","Team Bernita","tehee, Isabel↔Liesel, Berna, _SaTA, Terato"
"3671823596","191172","9633","10 Jan 2018 07:32","33:19","1999","21-39","21,39","Dire","Team Empire","fn, Silent, Ghostik, yoky-, Miposhka","MEGA-LADA E-sports","ufir, 11, TTR, iMBa#4, Immersion fake"
"3671791914","191169","9584","10 Jan 2018 07:03","38:01","2281","15-34","15,34","Dire","Suicide Team","VANSKOR, yol, 633, Shachlo, lft /1 PuberrrR","Vega Squadron","CeMaTheSlayeR, Zayac, UnderShock, Palantimos, Blizzy"
"3671785906","191170","9584","10 Jan 2018 07:00","25:49","1549","23-18","23,18","Radiant","Gambit Esports","chshrct, G, Bignum, ALWAYSWANNAFLY, twitch.tv/daxak","HunkysFromZavod","Mariachi, КаНТ , USHUSHUSH, sphagnum, XaKoH"
"3671772446","191171","9633","10 Jan 2018 06:51","26:42","1602","28-11","28,11","Radiant","Team. Spirit","Illidan, Fng, DkPhobos, Biver, iLTW","No Creativity","Scandal, Nefrit!?, Slander, MaTa,"
"3671738470","191163","9633","10 Jan 2018 06:23","22:13","1333","8-28","8,28","Dire","Team Bernita","tehee, Isabel↔Liesel, Berna, _SaTA, Terato","Thunder Awaken","Unknown, .., Reality, J E I M A R I,"
"3671736557","191175","9584","10 Jan 2018 06:21","38:47","2327","22-34","22,34","Dire","Planet Dog","j4, Mag, MiLAN, Ditya Ra, Boranija","The Final Tribe","Handsken, jonassomfan, Era, Pablo, Frost"
"3671728965","191156","9633","10 Jan 2018 06:17","25:02","1502","28-9","28,9","Radiant","GangSquad","Buugi, rmN-, .Ark, dnz , oliver","Team Singularity","solen, Bashruk, Mastermind, Mikey, Smile"
"3671728686","191166","9584","10 Jan 2018 06:15","26:03","1563","19-17","19,17","Radiant","Infamous","papita, Stinger, Accel, gantz, Scofield","Gorillaz-Pride","xiexie, I´m Crazy ,sorry, Unknown, Mogur, Unknown"
"3671728565","191155","9633","10 Jan 2018 06:21","28:32","1712","14-20","14,20","Dire","Team Doggie","NoiA, HeStEJoE-RoTTeN, Gorgc, Ar1se-, ar3a1234","Team Kinguin","Kacor, lisek, Exotic_Deer, Patos, Nisha"
"3671724133","191165","9633","10 Jan 2018 06:16","24:36","1476","38-17","38,17","Radiant","SG e-sports team","Bardo, 4dr, FuckinEh, LESLÃO, Thiolicor","TEAM SOUTH","Unknown,  , , ,"
"3671717076","191148","9584","10 Jan 2018 06:07","53:18","3198","38-38","38,38","Radiant","Execration.安博电竞","Kim0, Karl, Nando, raging-_-potato, yAj","BOOM ID","SaintDeLucaz, Jhocam, inYourdreaM, Khezcute, TeravisuParkur"
"3671716982","191172","9633","10 Jan 2018 06:10","46:34","2794","45-34","45,34","Radiant","MEGA-LADA E-sports","ufir, 11, TTR, iMBa#4, Immersion fake","Team Empire","fn, Silent, Ghostik, yoky-, Miposhka"
"3671714947","191171","9633","10 Jan 2018 06:07","17:45","1065","4-20","4,20","Dire","No Creativity","Scandal, Nefrit!?, Slander, MaTa,","Team. Spirit","Illidan, Fng, DkPhobos, Biver, iLTW"
"3671709539","191170","9584","10 Jan 2018 06:03","29:07","1747","27-10","27,10","Radiant","Gambit Esports","chshrct, G, Bignum, ALWAYSWANNAFLY, twitch.tv/daxak","HunkysFromZavod","Mariachi, КаНТ , USHUSHUSH, sphagnum, XaKoH"
"3671707905","191168","9584","10 Jan 2018 06:00","29:37","1777","26-12","26,12","Radiant","OG","n0tail, JerAx, s4, Resolut1on, Fly","BeanBoys","SexyBamboe, ＡＫＩ, ComeWithMe, tv/charliedotaa, canceL^^"
"3671703294","191169","9584","10 Jan 2018 05:57","41:31","2491","13-19","13,19","Dire","Suicide Team","VANSKOR, yol, 633, Shachlo, lft /1 PuberrrR","Vega Squadron","CeMaTheSlayeR, Zayac, UnderShock, Palantimos, Blizzy"
"3671703106","191159","9633","10 Jan 2018 05:58","36:51","2211","20-27","20,27","Dire","TSHOW RISING","Stormwind, H1j4ck, Lolingblue, f1nn the human, Unknown","paiN Gaming","Leostyle, KINGRD, Timado, Duster, tavo"
"3671665937","191165","9633","10 Jan 2018 05:30","18:43","1123","4-35","4,35","Dire","TEAM SOUTH","Unknown,  , , ,","SG e-sports team","Bardo, 4dr, FuckinEh, LESLÃO, Thiolicor"
"3671661767","191166","9584","10 Jan 2018 05:27","20:20","1220","24-6","24,6","Radiant","Infamous","papita, Stinger, Accel, gantz, Scofield","Gorillaz-Pride","xiexie, I´m Crazy ,sorry, Unknown, Mogur, Unknown"
"3671650558","191141","9584","10 Jan 2018 05:19","21:56","1316","23-5","23,5","Radiant","Team. Spirit","Illidan, Fng, DkPhobos, Biver, iLTW","M19","Nίx, Sedoy, Nofear, nongrata`,"
"3671648827","191163","9633","10 Jan 2018 05:19","25:23","1523","36-6","36,6","Radiant","Team Bernita","tehee, Isabel↔Liesel, Berna, _SaTA, Terato","Thunder Awaken","Unknown, .., Reality, J E I M A R I,"
"3671634756","191148","9584","10 Jan 2018 05:10","30:39","1839","11-36","11,36","Dire","Execration.安博电竞","Kim0, Karl, Nando, raging-_-potato, yAj","BOOM ID","SaintDeLucaz, Jhocam, inYourdreaM, Khezcute, TeravisuParkur"
"3671630924","191160","9584","10 Jan 2018 05:06","50:56","3056","32-38","32,38","Radiant","The Final Tribe","Handsken, jonassomfan, Era, Pablo, Frost","Double Dimension","j4, Mag, MiLAN, Ditya Ra, Boranija"
